interval,origin,destination,count
6,E1_2_EB,E12_13_SB,1
6,E1_2_WB,E20_22_SEB,2
6,E23_24_NB,E1_3_NB,3
6,E2_6_SB,E12_13_SB,3
6,E3_4_EB,E18_20_SWB,1
7,E13_24_EB,E2_6_SB,2
7,E1_2_EB,E12_13_SB,3
7,E1_2_WB,E20_22_SEB,1
7,E1_2_WB,E21_24_EB,2
7,E1_3_SB,E21_24_WB,1
7,E20_21_EB,E2_6_NB,2
7,E23_24_NB,E1_3_NB,3
7,E2_6_SB,E12_13_SB,2
7,E3_4_EB,E18_20_SWB,1
8,E13_24_EB,E2_6_SB,2
8,E19_20_NB,E3_12_NB,2
8,E1_2_WB,E20_22_SEB,1
8,E1_3_SB,E21_24_WB,2
8,E23_24_NB,E1_3_NB,1
8,E2_6_SB,E12_13_SB,2
8,E3_4_EB,E18_20_SWB,3
9,E19_20_NB,E3_12_NB,1
9,E1_2_WB,E20_22_SEB,2
9,E1_2_WB,E21_24_EB,1
9,E1_3_SB,E21_24_WB,3
9,E23_24_NB,E1_3_NB,4
9,E3_4_EB,E18_20_SWB,2
10,E13_24_EB,E2_6_SB,1
10,E19_20_NB,E3_12_NB,1
10,E1_2_EB,E12_13_SB,1
10,E1_3_SB,E21_24_WB,1
10,E20_21_EB,E2_6_NB,2
10,E23_24_NB,E1_3_NB,2
10,E2_6_SB,E12_13_SB,1
10,E3_4_EB,E18_20_SWB,2
11,E19_20_NB,E3_12_NB,1
11,E1_2_EB,E12_13_SB,3
11,E1_2_WB,E20_22_SEB,2
11,E1_2_WB,E21_24_EB,3
11,E1_3_SB,E21_24_WB,1
11,E20_21_EB,E2_6_NB,1
11,E2_6_SB,E12_13_SB,1
11,E3_4_EB,E18_20_SWB,2
12,E13_24_EB,E2_6_SB,1
12,E19_20_NB,E3_12_NB,1
12,E1_2_EB,E12_13_SB,3
12,E1_2_WB,E20_22_SEB,2
12,E1_2_WB,E21_24_EB,3
12,E20_21_EB,E2_6_NB,3
12,E23_24_NB,E1_3_NB,3
12,E2_6_SB,E12_13_SB,1
12,E3_4_EB,E18_20_SWB,2
13,E13_24_EB,E2_6_SB,6
13,E1_2_EB,E12_13_SB,4
13,E1_2_WB,E20_22_SEB,2
13,E1_2_WB,E21_24_EB,1
13,E1_3_SB,E21_24_WB,1
13,E20_21_EB,E2_6_NB,2
13,E23_24_NB,E1_3_NB,1
13,E3_4_EB,E18_20_SWB,1
14,E13_24_EB,E2_6_SB,4
14,E1_2_WB,E20_22_SEB,1
14,E1_2_WB,E21_24_EB,2
14,E1_3_SB,E21_24_WB,1
14,E23_24_NB,E1_3_NB,1
14,E2_6_SB,E12_13_SB,3
15,E13_24_EB,E2_6_SB,1
15,E19_20_NB,E3_12_NB,1
15,E1_2_EB,E12_13_SB,2
15,E1_2_WB,E20_22_SEB,2
15,E1_3_SB,E21_24_WB,1
15,E23_24_NB,E1_3_NB,1
15,E2_6_SB,E12_13_SB,2
15,E3_4_EB,E18_20_SWB,2
16,E19_20_NB,E3_12_NB,1
16,E1_2_EB,E12_13_SB,1
16,E1_2_WB,E20_22_SEB,2
16,E1_2_WB,E21_24_EB,3
16,E1_3_SB,E21_24_WB,1
16,E20_21_EB,E2_6_NB,1
16,E23_24_NB,E1_3_NB,1
16,E3_4_EB,E18_20_SWB,2
17,E19_20_NB,E3_12_NB,3
17,E1_2_EB,E12_13_SB,2
17,E1_2_WB,E21_24_EB,1
17,E1_3_SB,E21_24_WB,3
17,E20_21_EB,E2_6_NB,2
17,E23_24_NB,E1_3_NB,1
17,E2_6_SB,E12_13_SB,1
18,E13_24_EB,E2_6_SB,5
18,E1_2_EB,E12_13_SB,2
18,E1_2_WB,E20_22_SEB,1
18,E1_3_SB,E21_24_WB,1
18,E20_21_EB,E2_6_NB,2
18,E3_4_EB,E18_20_SWB,3
19,E13_24_EB,E2_6_SB,2
19,E19_20_NB,E3_12_NB,2
19,E1_2_EB,E12_13_SB,3
19,E1_3_SB,E21_24_WB,2
19,E20_21_EB,E2_6_NB,2
19,E23_24_NB,E1_3_NB,1
19,E2_6_SB,E12_13_SB,1
19,E3_4_EB,E18_20_SWB,3
20,E19_20_NB,E3_12_NB,1
20,E1_2_WB,E20_22_SEB,1
20,E20_21_EB,E2_6_NB,3
20,E23_24_NB,E1_3_NB,1
20,E3_4_EB,E18_20_SWB,4
21,E13_24_EB,E2_6_SB,1
21,E19_20_NB,E3_12_NB,1
21,E1_2_WB,E20_22_SEB,1
21,E1_2_WB,E21_24_EB,3
21,E1_3_SB,E21_24_WB,1
21,E20_21_EB,E2_6_NB,1
21,E23_24_NB,E1_3_NB,2
21,E2_6_SB,E12_13_SB,1
22,E13_24_EB,E2_6_SB,1
22,E19_20_NB,E3_12_NB,4
22,E1_2_EB,E12_13_SB,4
22,E23_24_NB,E1_3_NB,1
22,E2_6_SB,E12_13_SB,2
23,E19_20_NB,E3_12_NB,1
23,E1_2_EB,E12_13_SB,1
23,E1_2_WB,E20_22_SEB,2
23,E1_2_WB,E21_24_EB,1
23,E1_3_SB,E21_24_WB,2
23,E20_21_EB,E2_6_NB,1
23,E23_24_NB,E1_3_NB,1
23,E2_6_SB,E12_13_SB,2
24,E13_24_EB,E2_6_SB,3
24,E1_2_WB,E20_22_SEB,3
24,E1_2_WB,E21_24_EB,5
24,E1_3_SB,E21_24_WB,2
24,E20_21_EB,E2_6_NB,1
24,E2_6_SB,E12_13_SB,1
24,E3_4_EB,E18_20_SWB,2
25,E13_24_EB,E2_6_SB,3
25,E1_2_EB,E12_13_SB,1
25,E1_2_WB,E20_22_SEB,1
25,E1_2_WB,E21_24_EB,2
25,E1_3_SB,E21_24_WB,5
25,E23_24_NB,E1_3_NB,3
25,E2_6_SB,E12_13_SB,1
25,E3_4_EB,E18_20_SWB,2
26,E13_24_EB,E2_6_SB,2
26,E19_20_NB,E3_12_NB,4
26,E1_2_EB,E12_13_SB,2
26,E1_2_WB,E20_22_SEB,1
26,E1_2_WB,E21_24_EB,2
26,E20_21_EB,E2_6_NB,1
26,E23_24_NB,E1_3_NB,1
26,E2_6_SB,E12_13_SB,1
27,E13_24_EB,E2_6_SB,1
27,E19_20_NB,E3_12_NB,1
27,E1_2_WB,E20_22_SEB,3
27,E1_2_WB,E21_24_EB,2
27,E1_3_SB,E21_24_WB,1
27,E20_21_EB,E2_6_NB,1
27,E23_24_NB,E1_3_NB,1
27,E2_6_SB,E12_13_SB,1
28,E13_24_EB,E2_6_SB,1
28,E1_2_EB,E12_13_SB,1
28,E1_3_SB,E21_24_WB,1
28,E20_21_EB,E2_6_NB,1
28,E23_24_NB,E1_3_NB,2
28,E2_6_SB,E12_13_SB,2
28,E3_4_EB,E18_20_SWB,1
29,E13_24_EB,E2_6_SB,1
29,E1_2_EB,E12_13_SB,2
29,E1_2_WB,E20_22_SEB,3
29,E1_2_WB,E21_24_EB,1
29,E20_21_EB,E2_6_NB,2
29,E23_24_NB,E1_3_NB,1
29,E2_6_SB,E12_13_SB,2
29,E3_4_EB,E18_20_SWB,2
30,E13_24_EB,E2_6_SB,2
30,E1_2_EB,E12_13_SB,1
30,E1_2_WB,E20_22_SEB,1
30,E1_2_WB,E21_24_EB,1
30,E20_21_EB,E2_6_NB,1
30,E2_6_SB,E12_13_SB,1
30,E3_4_EB,E18_20_SWB,2
31,E1_2_EB,E12_13_SB,1
31,E1_2_WB,E21_24_EB,2
31,E1_3_SB,E21_24_WB,1
31,E20_21_EB,E2_6_NB,1
31,E3_4_EB,E18_20_SWB,3
32,E13_24_EB,E2_6_SB,3
32,E1_2_WB,E20_22_SEB,1
32,E1_2_WB,E21_24_EB,3
32,E20_21_EB,E2_6_NB,2
32,E23_24_NB,E1_3_NB,1
32,E2_6_SB,E12_13_SB,2
32,E3_4_EB,E18_20_SWB,1
33,E13_24_EB,E2_6_SB,3
33,E1_2_EB,E12_13_SB,1
33,E1_2_WB,E20_22_SEB,2
33,E1_2_WB,E21_24_EB,1
33,E1_3_SB,E21_24_WB,3
33,E20_21_EB,E2_6_NB,1
33,E23_24_NB,E1_3_NB,1
33,E2_6_SB,E12_13_SB,3
33,E3_4_EB,E18_20_SWB,3
34,E13_24_EB,E2_6_SB,4
34,E19_20_NB,E3_12_NB,2
34,E1_2_EB,E12_13_SB,3
34,E1_2_WB,E20_22_SEB,2
34,E1_3_SB,E21_24_WB,2
34,E23_24_NB,E1_3_NB,3
34,E2_6_SB,E12_13_SB,3
35,E13_24_EB,E2_6_SB,1
35,E19_20_NB,E3_12_NB,2
35,E1_2_EB,E12_13_SB,2
35,E1_3_SB,E21_24_WB,3
35,E23_24_NB,E1_3_NB,1
35,E2_6_SB,E12_13_SB,3
35,E3_4_EB,E18_20_SWB,1
36,E19_20_NB,E3_12_NB,1
36,E1_2_EB,E12_13_SB,1
36,E1_2_WB,E21_24_EB,1
36,E1_3_SB,E21_24_WB,1
36,E23_24_NB,E1_3_NB,1
36,E2_6_SB,E12_13_SB,1
37,E13_24_EB,E2_6_SB,2
37,E19_20_NB,E3_12_NB,1
37,E1_2_EB,E12_13_SB,3
37,E1_2_WB,E20_22_SEB,1
37,E1_2_WB,E21_24_EB,2
37,E20_21_EB,E2_6_NB,3
37,E23_24_NB,E1_3_NB,4
37,E3_4_EB,E18_20_SWB,2
38,E13_24_EB,E2_6_SB,2
38,E19_20_NB,E3_12_NB,2
38,E1_2_EB,E12_13_SB,1
38,E1_2_WB,E20_22_SEB,2
38,E1_2_WB,E21_24_EB,2
38,E1_3_SB,E21_24_WB,1
38,E20_21_EB,E2_6_NB,2
38,E2_6_SB,E12_13_SB,2
38,E3_4_EB,E18_20_SWB,1
39,E13_24_EB,E2_6_SB,4
39,E19_20_NB,E3_12_NB,2
39,E1_2_WB,E20_22_SEB,2
39,E1_3_SB,E21_24_WB,2
39,E20_21_EB,E2_6_NB,2
39,E23_24_NB,E1_3_NB,1
39,E2_6_SB,E12_13_SB,1
39,E3_4_EB,E18_20_SWB,2
40,E13_24_EB,E2_6_SB,2
40,E1_2_EB,E12_13_SB,2
40,E1_2_WB,E21_24_EB,1
40,E1_3_SB,E21_24_WB,1
40,E20_21_EB,E2_6_NB,1
40,E23_24_NB,E1_3_NB,4
40,E3_4_EB,E18_20_SWB,2
41,E19_20_NB,E3_12_NB,2
41,E1_2_EB,E12_13_SB,1
41,E1_2_WB,E21_24_EB,1
41,E1_3_SB,E21_24_WB,1
41,E20_21_EB,E2_6_NB,1
41,E2_6_SB,E12_13_SB,3
41,E3_4_EB,E18_20_SWB,1
42,E13_24_EB,E2_6_SB,2
42,E19_20_NB,E3_12_NB,3
42,E1_2_EB,E12_13_SB,2
42,E1_2_WB,E20_22_SEB,3
42,E1_2_WB,E21_24_EB,1
42,E1_3_SB,E21_24_WB,3
42,E20_21_EB,E2_6_NB,3
42,E23_24_NB,E1_3_NB,4
42,E2_6_SB,E12_13_SB,1
42,E3_4_EB,E18_20_SWB,3
43,E13_24_EB,E2_6_SB,1
43,E1_2_WB,E20_22_SEB,2
43,E1_2_WB,E21_24_EB,3
43,E1_3_SB,E21_24_WB,2
43,E20_21_EB,E2_6_NB,2
43,E23_24_NB,E1_3_NB,2
43,E2_6_SB,E12_13_SB,4
44,E13_24_EB,E2_6_SB,1
44,E19_20_NB,E3_12_NB,2
44,E1_2_EB,E12_13_SB,1
44,E1_2_WB,E20_22_SEB,4
44,E1_2_WB,E21_24_EB,5
44,E1_3_SB,E21_24_WB,1
44,E23_24_NB,E1_3_NB,2
44,E3_4_EB,E18_20_SWB,2
45,E19_20_NB,E3_12_NB,1
45,E1_2_EB,E12_13_SB,1
45,E1_2_WB,E20_22_SEB,1
45,E1_2_WB,E21_24_EB,3
45,E1_3_SB,E21_24_WB,1
45,E20_21_EB,E2_6_NB,3
45,E23_24_NB,E1_3_NB,1
45,E2_6_SB,E12_13_SB,3
45,E3_4_EB,E18_20_SWB,6
46,E19_20_NB,E3_12_NB,2
46,E1_2_EB,E12_13_SB,2
46,E1_3_SB,E21_24_WB,1
46,E20_21_EB,E2_6_NB,3
46,E2_6_SB,E12_13_SB,1
47,E13_24_EB,E2_6_SB,1
47,E19_20_NB,E3_12_NB,2
47,E1_2_EB,E12_13_SB,1
47,E1_2_WB,E20_22_SEB,1
47,E1_2_WB,E21_24_EB,1
47,E20_21_EB,E2_6_NB,1
47,E2_6_SB,E12_13_SB,1
47,E3_4_EB,E18_20_SWB,1
48,E13_24_EB,E2_6_SB,2
48,E19_20_NB,E3_12_NB,3
48,E1_2_EB,E12_13_SB,1
48,E1_2_WB,E20_22_SEB,2
48,E1_3_SB,E21_24_WB,2
48,E23_24_NB,E1_3_NB,1
48,E2_6_SB,E12_13_SB,1
49,E13_24_EB,E2_6_SB,1
49,E19_20_NB,E3_12_NB,2
49,E1_2_EB,E12_13_SB,3
49,E1_2_WB,E20_22_SEB,2
49,E1_2_WB,E21_24_EB,2
49,E1_3_SB,E21_24_WB,2
49,E20_21_EB,E2_6_NB,1
49,E23_24_NB,E1_3_NB,1
49,E2_6_SB,E12_13_SB,1
49,E3_4_EB,E18_20_SWB,2
50,E13_24_EB,E2_6_SB,1
50,E1_2_EB,E12_13_SB,4
50,E1_2_WB,E21_24_EB,1
50,E1_3_SB,E21_24_WB,2
50,E20_21_EB,E2_6_NB,1
50,E2_6_SB,E12_13_SB,1
51,E13_24_EB,E2_6_SB,1
51,E1_2_WB,E20_22_SEB,1
51,E1_2_WB,E21_24_EB,2
51,E20_21_EB,E2_6_NB,2
51,E23_24_NB,E1_3_NB,2
51,E2_6_SB,E12_13_SB,1
52,E1_2_EB,E12_13_SB,1
52,E1_2_WB,E20_22_SEB,2
52,E1_3_SB,E21_24_WB,1
52,E23_24_NB,E1_3_NB,2
52,E2_6_SB,E12_13_SB,1
52,E3_4_EB,E18_20_SWB,4
53,E13_24_EB,E2_6_SB,3
53,E19_20_NB,E3_12_NB,3
53,E1_2_EB,E12_13_SB,2
53,E20_21_EB,E2_6_NB,1
53,E23_24_NB,E1_3_NB,2
53,E2_6_SB,E12_13_SB,1
53,E3_4_EB,E18_20_SWB,4
54,E19_20_NB,E3_12_NB,1
54,E1_2_EB,E12_13_SB,4
54,E1_2_WB,E21_24_EB,1
54,E20_21_EB,E2_6_NB,1
54,E23_24_NB,E1_3_NB,4
54,E2_6_SB,E12_13_SB,1
54,E3_4_EB,E18_20_SWB,1
55,E13_24_EB,E2_6_SB,3
55,E19_20_NB,E3_12_NB,1
55,E1_2_WB,E20_22_SEB,2
55,E23_24_NB,E1_3_NB,1
55,E2_6_SB,E12_13_SB,1
55,E3_4_EB,E18_20_SWB,4
56,E13_24_EB,E2_6_SB,2
56,E1_2_EB,E12_13_SB,1
56,E1_2_WB,E21_24_EB,1
56,E1_3_SB,E21_24_WB,4
56,E20_21_EB,E2_6_NB,2
56,E3_4_EB,E18_20_SWB,1
57,E13_24_EB,E2_6_SB,1
57,E19_20_NB,E3_12_NB,2
57,E1_2_EB,E12_13_SB,3
57,E1_2_WB,E20_22_SEB,2
57,E1_2_WB,E21_24_EB,2
57,E1_3_SB,E21_24_WB,2
57,E20_21_EB,E2_6_NB,1
57,E23_24_NB,E1_3_NB,1
57,E3_4_EB,E18_20_SWB,1
58,E13_24_EB,E2_6_SB,4
58,E19_20_NB,E3_12_NB,1
58,E1_2_EB,E12_13_SB,1
58,E1_2_WB,E20_22_SEB,2
58,E1_2_WB,E21_24_EB,2
58,E1_3_SB,E21_24_WB,1
58,E20_21_EB,E2_6_NB,1
58,E23_24_NB,E1_3_NB,1
58,E2_6_SB,E12_13_SB,2
58,E3_4_EB,E18_20_SWB,4
59,E13_24_EB,E2_6_SB,1
59,E1_2_EB,E12_13_SB,1
59,E1_3_SB,E21_24_WB,3
59,E20_21_EB,E2_6_NB,2
59,E3_4_EB,E18_20_SWB,1
60,E19_20_NB,E3_12_NB,1
60,E1_2_EB,E12_13_SB,3
60,E1_2_WB,E21_24_EB,2
60,E1_3_SB,E21_24_WB,5
60,E20_21_EB,E2_6_NB,2
60,E2_6_SB,E12_13_SB,2
60,E3_4_EB,E18_20_SWB,1
61,E19_20_NB,E3_12_NB,3
61,E1_2_WB,E20_22_SEB,1
61,E1_2_WB,E21_24_EB,1
61,E20_21_EB,E2_6_NB,1
61,E23_24_NB,E1_3_NB,2
61,E3_4_EB,E18_20_SWB,2
62,E13_24_EB,E2_6_SB,4
62,E19_20_NB,E3_12_NB,1
62,E1_2_WB,E20_22_SEB,2
62,E1_2_WB,E21_24_EB,1
62,E20_21_EB,E2_6_NB,2
62,E23_24_NB,E1_3_NB,2
62,E2_6_SB,E12_13_SB,1
63,E13_24_EB,E2_6_SB,1
63,E1_2_WB,E21_24_EB,5
63,E1_3_SB,E21_24_WB,1
63,E20_21_EB,E2_6_NB,2
63,E3_4_EB,E18_20_SWB,2
64,E13_24_EB,E2_6_SB,2
64,E19_20_NB,E3_12_NB,5
64,E1_2_EB,E12_13_SB,1
64,E1_2_WB,E20_22_SEB,2
64,E1_3_SB,E21_24_WB,3
64,E20_21_EB,E2_6_NB,1
64,E23_24_NB,E1_3_NB,1
64,E2_6_SB,E12_13_SB,1
64,E3_4_EB,E18_20_SWB,1
65,E13_24_EB,E2_6_SB,3
65,E19_20_NB,E3_12_NB,1
65,E1_2_EB,E12_13_SB,3
65,E1_2_WB,E20_22_SEB,2
65,E1_2_WB,E21_24_EB,1
65,E20_21_EB,E2_6_NB,1
65,E23_24_NB,E1_3_NB,3
65,E2_6_SB,E12_13_SB,1
65,E3_4_EB,E18_20_SWB,2
66,E13_24_EB,E2_6_SB,1
66,E1_2_EB,E12_13_SB,2
66,E1_2_WB,E20_22_SEB,3
66,E1_2_WB,E21_24_EB,1
66,E20_21_EB,E2_6_NB,2
66,E23_24_NB,E1_3_NB,1
66,E2_6_SB,E12_13_SB,1
67,E13_24_EB,E2_6_SB,3
67,E19_20_NB,E3_12_NB,2
67,E1_2_EB,E12_13_SB,3
67,E1_2_WB,E21_24_EB,3
67,E1_3_SB,E21_24_WB,4
67,E20_21_EB,E2_6_NB,2
67,E3_4_EB,E18_20_SWB,2
68,E13_24_EB,E2_6_SB,3
68,E19_20_NB,E3_12_NB,2
68,E1_2_EB,E12_13_SB,3
68,E1_2_WB,E20_22_SEB,1
68,E1_3_SB,E21_24_WB,1
68,E20_21_EB,E2_6_NB,4
68,E23_24_NB,E1_3_NB,1
68,E2_6_SB,E12_13_SB,1
68,E3_4_EB,E18_20_SWB,1
69,E13_24_EB,E2_6_SB,3
69,E1_2_EB,E12_13_SB,1
69,E1_2_WB,E20_22_SEB,1
69,E1_2_WB,E21_24_EB,1
69,E1_3_SB,E21_24_WB,2
69,E20_21_EB,E2_6_NB,1
69,E23_24_NB,E1_3_NB,3
70,E13_24_EB,E2_6_SB,3
70,E19_20_NB,E3_12_NB,1
70,E1_2_EB,E12_13_SB,2
70,E1_2_WB,E20_22_SEB,3
70,E1_3_SB,E21_24_WB,3
70,E23_24_NB,E1_3_NB,2
70,E3_4_EB,E18_20_SWB,1
71,E13_24_EB,E2_6_SB,2
71,E19_20_NB,E3_12_NB,2
71,E1_2_WB,E20_22_SEB,2
71,E1_2_WB,E21_24_EB,4
71,E1_3_SB,E21_24_WB,1
71,E20_21_EB,E2_6_NB,1
71,E23_24_NB,E1_3_NB,1
71,E3_4_EB,E18_20_SWB,1
72,E13_24_EB,E2_6_SB,3
72,E19_20_NB,E3_12_NB,1
72,E1_2_EB,E12_13_SB,2
72,E1_2_WB,E20_22_SEB,3
72,E1_2_WB,E21_24_EB,1
72,E23_24_NB,E1_3_NB,2
72,E2_6_SB,E12_13_SB,2
72,E3_4_EB,E18_20_SWB,2
73,E13_24_EB,E2_6_SB,1
73,E19_20_NB,E3_12_NB,1
73,E1_2_WB,E20_22_SEB,1
73,E1_3_SB,E21_24_WB,1
73,E20_21_EB,E2_6_NB,1
73,E23_24_NB,E1_3_NB,2
73,E2_6_SB,E12_13_SB,2
73,E3_4_EB,E18_20_SWB,1
74,E19_20_NB,E3_12_NB,2
74,E1_2_EB,E12_13_SB,1
74,E1_2_WB,E20_22_SEB,2
74,E1_2_WB,E21_24_EB,2
74,E1_3_SB,E21_24_WB,2
74,E20_21_EB,E2_6_NB,1
74,E23_24_NB,E1_3_NB,1
74,E2_6_SB,E12_13_SB,1
75,E13_24_EB,E2_6_SB,1
75,E19_20_NB,E3_12_NB,3
75,E20_21_EB,E2_6_NB,1
75,E23_24_NB,E1_3_NB,2
75,E2_6_SB,E12_13_SB,3
75,E3_4_EB,E18_20_SWB,1
76,E13_24_EB,E2_6_SB,4
76,E1_2_EB,E12_13_SB,4
76,E1_2_WB,E20_22_SEB,1
76,E1_2_WB,E21_24_EB,1
76,E20_21_EB,E2_6_NB,1
76,E2_6_SB,E12_13_SB,4
76,E3_4_EB,E18_20_SWB,1
77,E19_20_NB,E3_12_NB,2
77,E1_2_EB,E12_13_SB,2
77,E1_2_WB,E20_22_SEB,2
77,E1_3_SB,E21_24_WB,2
77,E2_6_SB,E12_13_SB,3
77,E3_4_EB,E18_20_SWB,1
78,E19_20_NB,E3_12_NB,1
78,E1_2_EB,E12_13_SB,2
78,E1_2_WB,E20_22_SEB,3
78,E1_3_SB,E21_24_WB,2
78,E20_21_EB,E2_6_NB,2
78,E23_24_NB,E1_3_NB,2
78,E2_6_SB,E12_13_SB,1
79,E19_20_NB,E3_12_NB,1
79,E1_2_EB,E12_13_SB,4
79,E1_2_WB,E20_22_SEB,1
79,E1_2_WB,E21_24_EB,3
79,E1_3_SB,E21_24_WB,1
79,E20_21_EB,E2_6_NB,3
79,E23_24_NB,E1_3_NB,2
79,E2_6_SB,E12_13_SB,1
80,E13_24_EB,E2_6_SB,5
80,E19_20_NB,E3_12_NB,3
80,E1_2_WB,E20_22_SEB,1
80,E1_2_WB,E21_24_EB,2
80,E1_3_SB,E21_24_WB,1
80,E20_21_EB,E2_6_NB,1
80,E3_4_EB,E18_20_SWB,1
81,E13_24_EB,E2_6_SB,1
81,E1_2_EB,E12_13_SB,1
81,E1_2_WB,E20_22_SEB,2
81,E1_2_WB,E21_24_EB,1
81,E20_21_EB,E2_6_NB,1
81,E2_6_SB,E12_13_SB,1
81,E3_4_EB,E18_20_SWB,1
82,E13_24_EB,E2_6_SB,2
82,E19_20_NB,E3_12_NB,1
82,E1_2_WB,E20_22_SEB,2
82,E1_3_SB,E21_24_WB,1
82,E20_21_EB,E2_6_NB,1
82,E23_24_NB,E1_3_NB,2
82,E2_6_SB,E12_13_SB,2
83,E19_20_NB,E3_12_NB,3
83,E1_2_EB,E12_13_SB,2
83,E1_2_WB,E20_22_SEB,1
83,E1_2_WB,E21_24_EB,3
83,E20_21_EB,E2_6_NB,2
83,E23_24_NB,E1_3_NB,1
83,E2_6_SB,E12_13_SB,1
83,E3_4_EB,E18_20_SWB,2
84,E13_24_EB,E2_6_SB,2
84,E1_2_WB,E21_24_EB,1
84,E1_3_SB,E21_24_WB,1
84,E20_21_EB,E2_6_NB,2
84,E23_24_NB,E1_3_NB,1
84,E3_4_EB,E18_20_SWB,3
85,E13_24_EB,E2_6_SB,2
85,E1_2_WB,E21_24_EB,1
85,E1_3_SB,E21_24_WB,1
85,E20_21_EB,E2_6_NB,3
85,E23_24_NB,E1_3_NB,1
85,E2_6_SB,E12_13_SB,1
85,E3_4_EB,E18_20_SWB,2
86,E19_20_NB,E3_12_NB,2
86,E1_2_EB,E12_13_SB,1
86,E1_2_WB,E21_24_EB,3
86,E20_21_EB,E2_6_NB,1
86,E23_24_NB,E1_3_NB,2
86,E3_4_EB,E18_20_SWB,1
87,E13_24_EB,E2_6_SB,4
87,E1_2_EB,E12_13_SB,1
87,E1_2_WB,E21_24_EB,1
87,E20_21_EB,E2_6_NB,1
87,E3_4_EB,E18_20_SWB,1
88,E13_24_EB,E2_6_SB,2
88,E19_20_NB,E3_12_NB,2
88,E1_2_EB,E12_13_SB,2
88,E1_2_WB,E20_22_SEB,2
88,E1_2_WB,E21_24_EB,1
88,E20_21_EB,E2_6_NB,2
88,E23_24_NB,E1_3_NB,1
88,E2_6_SB,E12_13_SB,2
89,E19_20_NB,E3_12_NB,2
89,E1_2_EB,E12_13_SB,2
89,E1_2_WB,E21_24_EB,1
89,E1_3_SB,E21_24_WB,4
89,E20_21_EB,E2_6_NB,2
89,E23_24_NB,E1_3_NB,2
89,E2_6_SB,E12_13_SB,1
89,E3_4_EB,E18_20_SWB,2
90,E13_24_EB,E2_6_SB,2
90,E1_2_EB,E12_13_SB,1
90,E1_2_WB,E20_22_SEB,1
90,E1_3_SB,E21_24_WB,1
90,E20_21_EB,E2_6_NB,2
90,E23_24_NB,E1_3_NB,2
90,E2_6_SB,E12_13_SB,2
90,E3_4_EB,E18_20_SWB,2
91,E13_24_EB,E2_6_SB,5
91,E19_20_NB,E3_12_NB,1
91,E1_3_SB,E21_24_WB,1
91,E2_6_SB,E12_13_SB,1
91,E3_4_EB,E18_20_SWB,2
92,E13_24_EB,E2_6_SB,3
92,E19_20_NB,E3_12_NB,2
92,E1_2_EB,E12_13_SB,2
92,E1_2_WB,E20_22_SEB,1
92,E1_3_SB,E21_24_WB,2
92,E20_21_EB,E2_6_NB,2
92,E3_4_EB,E18_20_SWB,3
93,E13_24_EB,E2_6_SB,1
93,E19_20_NB,E3_12_NB,1
93,E1_2_EB,E12_13_SB,1
93,E1_2_WB,E20_22_SEB,2
93,E1_2_WB,E21_24_EB,1
93,E1_3_SB,E21_24_WB,2
93,E20_21_EB,E2_6_NB,2
93,E3_4_EB,E18_20_SWB,1
94,E13_24_EB,E2_6_SB,3
94,E19_20_NB,E3_12_NB,3
94,E1_2_EB,E12_13_SB,1
94,E1_2_WB,E20_22_SEB,2
94,E1_2_WB,E21_24_EB,1
94,E1_3_SB,E21_24_WB,2
